0_Bias,0_Voltage
245.812975,179.720151
242.750661,175.896920
239.433155,173.602981
235.350070,171.309043
232.798141,168.250458
229.225442,165.446755
225.142357,163.917463
222.845621,160.349114
219.783307,157.800293
215.445029,156.016118
213.148294,153.467298
210.085980,149.898949
205.747702,147.605010
202.175003,145.311071
199.623074,141.997604
196.050375,137.919491
192.222483,135.370670
188.904976,132.057203
187.118626,127.979090
183.290734,124.665623
178.952456,122.371685
176.655720,118.548453
173.593407,115.489869
170.275900,112.431284
166.192815,110.137345
163.640887,106.568996
161.088958,103.000647
156.750680,100.961590
153.943559,97.903005
151.136438,94.844421
148.074124,92.805364
143.480654,90.766307
141.183918,87.707722
137.611219,85.413784
134.293712,82.864963
131.231398,79.296614
128.679470,75.473383
124.851578,71.140388
121.278878,66.807392
118.216564,61.454869
115.919829,57.121874
111.836744,53.553525
109.029623,50.749822
105.967309,45.142416
102.649802,41.064303
98.566717,36.731308
96.269982,30.869020
92.952475,26.281143
89.124583,22.712794
86.572654,18.889562
84.020726,14.556567
80.192834,12.007746
76.364941,8.694279
74.323399,4.106402
71.516278,0.792935
67.178000,-1.755886
63.860493,-3.030296
61.563758,-4.304706
57.991058,-4.304706
54.163166,-4.049824
51.611238,-4.049824
48.804117,-4.814470
45.486610,-4.049824
41.403525,-3.794942
39.617175,-4.559588
35.278897,-4.304706
31.961390,-3.794942
29.409462,-4.304706
26.091955,-4.304706
22.264063,-3.794942
19.967328,-4.304706
17.160207,-5.069353
13.332314,-4.559588
9.759615,-3.540060
6.697301,-4.304706
4.400566,-4.814470
0.572673,-4.304706
-3.255219,-4.049824
-5.551954,-4.304706
-8.869461,-4.814470
-12.442161,-3.794942
-15.504474,-4.049824
-17.801210,-4.559588
-22.139488,-4.304706
-24.691416,-4.814470
-27.753730,-4.559588
-30.816044,-4.304706
-34.899129,-3.794942
-37.451057,-4.304706
-40.258178,-5.069353
-44.086071,-4.304706
-47.658770,-3.794942
-50.210698,-4.304706
-53.017819,-5.069353
-57.100904,-4.814470
-59.652833,-5.579117
-62.459954,-6.853527
-66.032653,-7.873055
-69.860546,-8.892584
-72.667667,-10.166994
-74.964402,-12.460933
-79.047487,-13.990225
-82.109801,-15.264635
-84.661729,-20.107395
-88.234429,-25.459918
-91.296743,-29.538032
-94.614249,-34.635673
-97.421370,-39.223550
-101.249263,-43.811428
-104.311577,-48.909069
-106.353119,-55.281121
-110.181011,-60.123881
-113.753711,-65.986168
-116.816025,-73.122866
-119.623146,-78.730272
-123.195845,-82.298621
-126.258159,-84.592560
-128.810087,-87.906027
-132.637980,-89.180437
-136.210679,-90.964611
-139.017800,-93.258550
-141.314536,-96.062253
-145.397621,-96.826899
-148.459935,-100.140366
-150.756670,-102.944069
-154.584562,-104.728244
-157.646876,-107.277064
-160.964383,-110.845413
-163.516311,-113.903998
-166.833818,-116.452819
-169.896132,-119.256522
-173.468831,-122.315107
-176.275952,-126.138338
-180.103845,-128.687158
-182.910966,-132.510390
-184.952508,-136.588503
-188.780401,-140.156852
-192.097907,-142.450790
-194.649836,-146.528904
-198.222535,-149.077724
-202.050427,-150.607017
-204.857548,-153.665602
-207.409477,-156.214422
-210.726983,-157.743715
-214.044490,-160.292536
-216.596418,-163.096238
-219.913925,-164.625531
-223.741817,-166.664588
-226.548938,-170.232937
-229.100867,-173.291521
-232.418373,-175.585460
-236.501458,-177.624517
-239.053387,-180.937984
-241.350122,-184.251451
-245.688400,-186.290507
-248.495521,-189.349092
-251.047449,-192.662559
-255.385727,-194.701616
-257.937655,-197.760201
-260.234391,-200.563903
-264.062283,-203.112724
-267.890175,-204.642017
-270.442104,-207.955484
-272.994032,-211.268950
-276.821924,-212.798243
-280.394624,-215.347064
-282.436166,-218.405649
-285.753673,-220.954469
-289.836758,-221.973998
-292.388686,-225.542347
-294.940615,-229.110696
-298.513314,-231.149752
-302.086014,-233.443691
-304.893135,-236.247394
-307.445063,-239.560861
-311.017762,-241.854799
-314.590462,-243.893856
-316.887197,-247.207323
-320.459897,-250.011026
-324.032596,-252.050082
-325.818946,-254.853785
-329.646838,-258.677016
-333.474731,-260.206309
-336.281852,-262.755129
-338.833780,-266.068596
-342.406479,-267.852771
-345.979179,-270.146710
-349.041493,-273.460177
-351.848614,-276.008997
-355.676506,-277.793172
-358.228434,-280.596875
-361.035555,-283.910342
-364.608255,-286.204280
-368.436147,-288.243337
-370.988076,-291.556804
-373.540004,-295.125153
-377.623089,-296.909327
-381.450981,-298.948384
-383.747717,-301.752087
-386.810031,-305.320436
-390.127537,-306.594846
-393.445044,-309.908313
-395.741779,-313.476662
-399.569672,-315.260837
-396.252165,-313.731544
-392.169080,-311.692488
-387.830802,-309.398549
-385.023681,-305.320436
-380.940596,-302.516733
-377.112703,-299.967912
-373.284811,-296.399563
-370.477690,-293.086096
-366.139412,-290.282393
-362.311520,-287.733573
-359.759591,-284.165224
-355.676506,-281.106639
-351.338228,-279.322464
-348.531107,-276.008997
-345.468793,-272.185766
-341.130515,-270.656474
-337.813009,-266.833243
-335.261080,-263.774658
-331.177995,-261.735601
-327.094910,-259.186780
-324.032596,-255.618431
-320.715090,-252.304964
-317.142390,-250.265908
-313.314498,-247.717087
-310.762570,-243.893856
-306.934677,-241.090153
-302.851592,-238.286450
-300.554857,-235.482748
-297.492543,-231.404634
-293.409458,-230.130224
-290.347144,-226.561875
-287.284830,-222.993526
-283.201745,-220.954469
-279.373852,-218.915413
-276.821924,-215.856828
-273.759610,-212.033597
-269.166140,-210.249422
-266.614211,-207.955484
-264.062283,-204.642017
-259.724005,-201.838314
-255.896113,-199.289493
-253.344185,-195.976026
-250.537064,-192.407677
-246.453978,-190.368620
-243.136472,-187.819800
-240.584543,-183.741686
-236.501458,-181.447748
-232.928759,-179.153809
-230.121638,-175.585460
-227.314517,-172.271993
-223.741817,-169.723172
-220.169118,-166.919470
-216.851611,-164.370649
-214.299683,-161.312064
-210.216598,-159.527889
-206.388705,-157.998597
-204.602356,-154.940012
-200.774463,-152.391191
-197.201764,-150.607017
-194.394643,-148.058196
-191.587522,-144.744729
-186.994051,-141.941026
-184.697315,-138.372677
-181.890194,-133.275036
-178.062302,-130.471333
-174.489603,-128.177394
-171.682482,-123.844399
-168.875361,-120.021168
-165.557854,-118.236993
-161.474769,-115.688173
-158.667648,-111.864942
-155.350141,-108.041710
-151.522249,-106.257536
-149.480706,-102.944069
-146.673585,-99.630602
-142.845693,-97.846427
-139.272993,-96.062253
-136.976258,-93.003668
-133.913944,-90.199965
-129.575666,-87.651145
-127.023738,-84.337678
-124.471809,-80.514446
-120.899110,-82.553503
-117.581603,-79.494918
-115.029675,-73.632630
-111.201783,-66.241050
-107.629083,-61.908055
-105.077155,-55.536003
-102.525227,-49.673715
-98.697334,-45.085838
-95.379828,-40.497961
-92.827900,-33.871027
-89.510393,-29.283150
-85.682501,-24.440390
-83.130572,-20.107395
-80.833837,-16.539046
-77.005945,-14.499989
-73.688438,-13.225579
-70.881317,-10.421876
-67.563810,-9.657230
-63.735918,-8.382819
-61.183990,-6.853527
-58.376869,-4.814470
-54.804169,-4.814470
-51.741855,-5.069353
-49.189927,-4.304706
-45.617227,-4.814470
-42.044528,-5.069353
-39.492600,-4.559588
-36.685479,-3.540060
-33.112779,-4.304706
-29.284887,-4.559588
-26.732959,-4.049824
-24.436223,-3.794942
-20.608331,-4.304706
-17.035631,-4.814470
-14.738896,-4.049824
-11.166197,-4.304706
-7.593497,-5.069353
-4.786376,-4.559588
-2.489641,-3.794942
1.848637,-4.049824
3.890180,-4.559588
6.442108,-3.794942
