0_Bias,0_Voltage
-231.652795,-173.036639
-234.459916,-177.114753
-237.777422,-180.428220
-242.115700,-182.467276
-244.922821,-186.035625
-247.474750,-189.349092
-251.302642,-191.388149
-255.130534,-194.446734
-257.682463,-198.015083
-261.510355,-200.563903
-265.338247,-202.093196
-268.145368,-205.916427
-270.697296,-209.229894
-275.035574,-210.759186
-278.608274,-214.327535
-280.649817,-216.366592
-284.988095,-219.934941
-288.305601,-221.464233
-291.112722,-224.522818
-293.664650,-227.836285
-297.492543,-230.130224
-301.320435,-232.169281
-303.872363,-235.737630
-306.934677,-238.796215
-311.272955,-240.580389
-313.824883,-244.148738
-317.142390,-247.717087
-320.970282,-249.246380
-323.522211,-252.559847
-326.074139,-255.618431
-329.902031,-257.912370
-333.729924,-259.951427
-336.537045,-263.264894
-339.599358,-265.813714
-343.427251,-267.852771
-346.234372,-270.911356
-348.786300,-274.224823
-352.869385,-275.754115
-356.186892,-278.557818
-358.738820,-281.361521
-361.545941,-284.674988
-365.373833,-286.968927
-368.180954,-289.262865
-371.243268,-292.576332
-375.071161,-294.870271
-378.643860,-296.654445
-381.195788,-299.458148
-383.747717,-303.281379
-388.341187,-305.575318
-390.893116,-308.124139
-393.445044,-310.927841
-397.272936,-312.966898
-400.845636,-315.005955
-403.652757,-318.574304
-406.715071,-321.123124
-410.542963,-322.907299
-413.094891,-325.965884
-416.412398,-329.024469
-420.240290,-330.298879
-422.792218,-334.122110
-425.344147,-336.925813
-429.172039,-338.964870
-432.744738,-340.749044
-435.551860,-345.082039
-438.103788,-347.630860
-442.186873,-348.905271
-444.738801,-352.473620
-447.545922,-355.022440
-451.118622,-357.061497
-454.946514,-359.355436
-457.753635,-362.414020
-460.050370,-365.472605
-463.878263,-367.511662
-467.450962,-369.550719
-470.258083,-372.864186
-473.320397,-375.413006
-477.148289,-377.706945
-479.955411,-380.765530
-482.507339,-383.569233
-486.080038,-385.608289
-490.163123,-387.647346
-492.204666,-390.960813
-495.777365,-393.764516
-499.350065,-395.293808
-502.412379,-398.352393
-504.964307,-401.410978
-508.537007,-403.704916
-512.364899,-405.489091
-514.916827,-408.547676
-518.234334,-411.861143
-521.807033,-413.390435
-524.358962,-416.449020
-527.166083,-419.762487
-530.993975,-421.801544
-534.311482,-423.840600
-536.608217,-426.899185
-540.691302,-428.938242
-543.498423,-431.232180
-542.988038,-432.506591
-542.732845,-433.271237
-542.988038,-432.761473
-543.498423,-432.761473
-542.477652,-432.251709
-542.988038,-432.761473
-543.753616,-432.251709
-542.988038,-432.761473
-542.477652,-433.271237
-542.732845,-433.271237
-543.753616,-432.251709
-542.477652,-433.016355
-542.732845,-432.506591
-543.243230,-432.251709
-542.988038,-432.506591
-542.477652,-433.526119
-542.988038,-432.506591
-543.243230,-431.996827
-542.477652,-433.016355
-542.988038,-432.761473
-543.498423,-431.996827
-543.243230,-433.526119
-543.243230,-432.761473
-542.988038,-432.506591
-543.243230,-431.741945
-542.222459,-433.526119
-542.988038,-432.761473
-543.243230,-432.506591
-542.988038,-433.016355
-542.732845,-433.781001
-543.243230,-433.016355
-542.732845,-431.996827
-542.477652,-433.781001
-542.988038,-433.016355
-542.988038,-432.761473
-542.222459,-433.271237
-542.988038,-432.761473
-543.498423,-432.761473
-542.988038,-432.251709
-542.477652,-433.526119
-543.243230,-433.016355
-543.753616,-432.251709
-542.732845,-433.016355
-542.988038,-433.271237
-543.498423,-431.996827
-543.243230,-433.016355
-542.222459,-433.526119
-542.988038,-432.506591
-543.243230,-432.506591
-542.477652,-433.016355
-542.988038,-433.016355
-543.243230,-432.251709
-542.988038,-433.016355
-542.988038,-433.271237
-543.243230,-432.251709
-542.732845,-432.761473
-542.222459,-433.271237
-542.988038,-432.761473
-543.498423,-432.506591
-542.988038,-432.506591
-543.243230,-433.016355
-543.498423,-432.761473
-542.988038,-432.761473
-542.477652,-433.271237
-542.732845,-433.016355
-542.732845,-432.251709
-542.988038,-432.761473
-542.732845,-433.016355
-543.243230,-431.996827
-542.732845,-433.016355
-541.967266,-433.271237
-542.988038,-432.506591
-543.243230,-432.506591
-543.243230,-433.526119
-542.988038,-433.016355
-543.498423,-432.506591
-543.753616,-432.761473
-542.477652,-432.761473
-542.477652,-433.016355
-543.243230,-432.251709
-542.988038,-433.016355
-542.222459,-433.526119
-542.988038,-432.761473
-543.498423,-432.251709
-542.477652,-433.526119
-542.732845,-432.761473
-542.988038,-432.506591
-542.732845,-432.506591
-542.988038,-433.016355
-543.243230,-431.996827
-542.988038,-432.506591
-541.967266,-433.271237
-543.498423,-433.016355
-543.498423,-432.506591
-542.222459,-433.526119
-542.732845,-433.016355
-543.243230,-432.506591
-542.988038,-432.761473
-542.222459,-433.016355
-543.243230,-432.506591
-542.988038,-432.251709
-542.477652,-433.016355
-542.988038,-433.271237
-542.988038,-431.996827
-542.988038,-432.251709
-542.477652,-433.271237
-542.988038,-432.506591
-543.243230,-432.251709
-542.988038,-432.761473
-542.222459,-433.271237
-542.988038,-432.761473
-543.243230,-432.251709
-542.222459,-433.271237
-542.988038,-433.016355
-543.498423,-432.506591
-542.222459,-433.271237
-542.477652,-432.761473
-542.988038,-432.761473
-543.498423,-432.506591
-542.477652,-433.781001
-542.988038,-433.016355
-542.988038,-431.996827
-542.988038,-433.781001
-543.243230,-433.271237
-543.753616,-432.506591
-543.498423,-432.761473
-542.477652,-433.781001
-542.988038,-432.506591
-543.243230,-432.506591
-543.243230,-432.761473
-543.243230,-433.016355
-543.753616,-432.506591
-543.243230,-432.761473
-542.477652,-434.035883
-543.243230,-433.016355
-543.753616,-432.251709
-543.243230,-433.781001
-543.243230,-433.526119
-544.008809,-432.761473
-542.988038,-433.016355
-542.477652,-434.035883
-543.243230,-433.016355
-543.498423,-432.506591
-542.732845,-433.016355
-543.243230,-433.526119
-543.753616,-433.016355
-543.243230,-432.761473
-542.732845,-433.271237
-542.988038,-433.781001
-543.753616,-432.506591
-542.988038,-433.016355
-542.988038,-433.526119
-543.498423,-433.016355
-543.243230,-433.016355
-542.477652,-433.526119
-543.243230,-433.016355
-543.753616,-432.506591
-543.243230,-433.271237
-543.243230,-433.526119
-543.243230,-433.016355
-543.753616,-432.761473
-543.243230,-433.271237
-543.498423,-433.526119
-543.753616,-432.506591
-542.988038,-433.271237
-542.477652,-433.526119
-543.753616,-433.016355
-543.498423,-432.761473
-543.243230,-433.526119
-543.243230,-433.271237
-544.008809,-432.506591
-543.243230,-433.016355
-542.477652,-433.781001
-543.753616,-433.271237
-543.498423,-432.251709
-542.988038,-433.526119
-542.988038,-432.761473
-544.008809,-432.506591
-543.243230,-433.016355
-542.732845,-433.781001
-543.243230,-432.506591
-543.498423,-433.271237
-542.732845,-434.035883
-543.243230,-433.271237
-543.753616,-432.761473
-543.498423,-433.271237
-542.732845,-433.781001
-543.753616,-433.016355
-543.243230,-433.016355
-542.477652,-433.781001
-543.498423,-433.016355
-543.753616,-432.251709
-543.243230,-433.016355
-542.732845,-433.781001
-543.243230,-433.016355
-544.008809,-432.251709
-543.243230,-433.016355
-542.988038,-433.526119
-543.753616,-432.761473
-543.243230,-432.761473
-542.477652,-433.271237
-543.243230,-433.271237
-544.008809,-433.016355
-543.243230,-433.016355
-542.988038,-433.526119
-543.753616,-433.016355
-543.498423,-432.761473
-542.988038,-433.526119
-543.243230,-433.271237
-543.753616,-432.506591
-543.243230,-433.016355
-542.988038,-433.526119
-543.498423,-433.016355
-539.415338,-431.487063
-535.332253,-428.683360
-533.035518,-425.115011
-528.952432,-421.801544
-524.358962,-419.252723
-521.296648,-416.703902
-517.468755,-413.135553
-514.151249,-410.076968
-509.812971,-408.292794
-507.261042,-404.979327
-503.943536,-401.410978
-499.860451,-399.117039
-496.032558,-396.568218
-493.735823,-393.764516
-489.397545,-390.960813
-485.824845,-388.666874
-482.507339,-385.353407
-479.955411,-382.039940
-475.872325,-379.746002
-471.534047,-377.706945
-469.747698,-374.138596
-465.919805,-371.334893
-461.836720,-369.040954
-459.539985,-365.982370
-456.477671,-362.923785
-451.629007,-360.629846
-449.077079,-357.571261
-446.269958,-354.512676
-442.442066,-352.218738
-438.614173,-350.179681
-436.062245,-347.375978
-432.999931,-343.807629
-428.916846,-342.023455
-426.109725,-338.964870
-423.557797,-336.161167
-419.729905,-333.867228
-416.157205,-332.083054
-413.350084,-328.514705
-409.777384,-324.946356
-406.715071,-323.926827
-403.652757,-320.358478
-400.590443,-318.319422
-397.272936,-314.751073
-393.445044,-313.476662
-390.893116,-310.672959
-388.341187,-307.104610
-384.258102,-305.065554
