0_Bias,0_Voltage
-20.608331,-4.559588
-19.332367,-4.304706
-18.311596,-4.814470
-16.525246,-5.069353
-16.780439,-4.304706
-15.249282,-4.304706
-13.207739,-5.324235
-12.952546,-4.559588
-12.697353,-4.304706
-10.655811,-5.069353
-9.890232,-4.814470
-9.379847,-3.540060
-7.593497,-4.304706
-6.317533,-4.814470
-6.062340,-3.794942
-4.531183,-4.049824
-2.744833,-5.069353
-2.234448,-4.814470
-1.979255,-3.794942
-0.448098,-4.304706
1.593445,-5.324235
1.338252,-4.049824
2.869409,-4.559588
4.655758,-4.814470
5.166144,-4.559588
5.421337,-3.540060
7.207687,-4.304706
8.738844,-5.069353
9.249229,-4.049824
9.504422,-3.794942
11.801157,-4.304706
12.566736,-4.304706
13.077122,-4.049824
14.097893,-4.304706
15.884243,-5.069353
16.905014,-4.559588
16.905014,-4.049824
19.456942,-4.814470
19.967328,-4.304706
20.988099,-3.794942
21.753678,-4.814470
22.519256,-5.324235
23.540027,-3.794942
25.071184,-4.304706
26.602341,-5.069353
27.112727,-4.304706
27.367920,-4.304706
29.664655,-4.304706
30.430233,-4.814470
30.430233,-4.049824
32.471776,-4.049824
34.258126,-4.814470
34.768511,-4.304706
35.023704,-3.794942
37.065247,-4.814470
37.575632,-5.324235
38.086018,-3.794942
39.617175,-4.304706
41.403525,-5.069353
41.913910,-4.814470
42.424296,-3.794942
43.955453,-4.304706
45.486610,-4.814470
46.252188,-4.304706
46.252188,-3.540060
48.548924,-4.304706
49.059309,-4.304706
49.569695,-3.794942
50.845659,-4.814470
52.632009,-4.814470
53.142395,-4.559588
53.652780,-3.540060
55.949516,-4.049824
56.204708,-4.304706
57.480673,-3.540060
59.011830,-4.049824
59.267022,-4.304706
60.032601,-4.049824
61.563758,-3.794942
63.094915,-4.559588
63.860493,-3.794942
64.626072,-3.030296
66.157229,-3.540060
66.922807,-4.049824
67.178000,-3.030296
68.453964,-3.794942
70.495507,-4.049824
70.750699,-2.775414
71.261085,-2.265650
72.792242,-2.520532
74.578592,-3.030296
74.578592,-2.265650
75.599363,-1.501003
76.875327,-0.991239
78.151291,-1.501003
78.406484,0.283171
79.937641,0.538053
81.723991,1.557581
81.979184,3.086874
82.489569,4.871048
84.275919,6.400341
85.296690,7.164987
85.807076,9.968690
87.338233,10.988218
88.359004,12.262629
88.614197,14.556567
90.145354,16.595624
91.931704,18.379798
92.442089,20.673737
92.952475,22.712794
94.483632,23.477440
96.014789,25.006732
96.269982,27.810435
97.035560,29.084845
99.332295,30.869020
99.842681,32.143430
100.097874,34.947133
101.629031,36.476426
103.415381,37.750836
103.670573,40.554539
104.180959,43.103360
105.967309,44.122888
107.243273,45.397298
107.243273,48.201001
108.774430,50.240058
110.050394,51.769350
111.071165,54.318171
111.836744,56.866992
113.112708,57.886520
114.133479,60.435341
114.388672,62.729279
116.175022,63.748808
117.706179,64.768336
118.216564,67.062274
118.726950,67.826921
120.513300,68.591567
121.278878,69.865977
121.534071,71.395270
123.320421,71.650152
124.596385,71.650152
125.106770,73.179444
125.617156,73.689208
127.658699,73.434326
125.872349,74.453855
124.341192,73.689208
123.320421,72.159916
122.554842,70.375741
120.513300,70.120859
118.726950,70.120859
118.216564,68.336685
117.450986,66.297628
115.664636,65.278100
113.878286,63.748808
114.133479,61.454869
111.836744,58.906048
110.305587,57.121874
109.795201,54.063289
109.029623,51.259586
107.498466,49.220529
105.967309,47.436355
104.946537,44.632652
103.670573,41.319185
101.884224,40.554539
101.373838,37.750836
100.863452,35.456897
99.077103,33.672723
97.545946,32.143430
96.780367,29.849492
96.269982,26.790907
93.718053,25.516496
93.207668,23.732322
92.952475,21.183501
90.910932,19.654209
89.379775,18.379798
88.359004,15.576095
88.103811,12.517511
86.317461,10.988218
85.041497,9.713808
84.531112,6.400341
82.999955,5.890577
81.213605,4.616166
80.448027,3.086874
79.937641,1.047817
78.151291,0.538053
77.385713,0.538053
76.620134,-1.501003
74.578592,-1.755886
73.302628,-1.501003
72.792242,-2.265650
72.281856,-3.285178
70.495507,-3.030296
69.219542,-2.520532
68.709157,-3.285178
66.922807,-3.285178
65.646843,-3.030296
65.136457,-3.285178
64.115686,-4.304706
62.839722,-3.794942
61.308565,-3.540060
60.798179,-3.794942
59.522215,-4.559588
57.735865,-3.285178
56.970287,-4.304706
56.459901,-4.814470
55.183937,-4.049824
53.142395,-3.794942
52.632009,-4.049824
51.611238,-4.814470
49.824888,-3.540060
49.569695,-4.304706
48.804117,-4.814470
47.528153,-3.794942
45.741803,-4.049824
44.976224,-4.559588
43.700260,-4.814470
42.424296,-4.049824
41.403525,-4.814470
41.148332,-5.069353
39.361982,-4.304706
38.086018,-4.049824
37.830825,-4.049824
36.044476,-4.049824
34.513319,-4.304706
34.002933,-4.049824
34.002933,-5.069353
31.961390,-4.049824
30.940619,-4.304706
30.430233,-5.069353
28.899077,-4.304706
27.112727,-4.049824
26.347148,-4.559588
26.091955,-5.324235
24.560799,-4.304706
22.519256,-4.049824
22.264063,-4.559588
21.498485,-5.069353
19.712135,-4.814470
18.946556,-4.304706
18.436171,-4.814470
16.905014,-4.304706
15.118664,-3.794942
14.097893,-4.304706
13.842700,-4.814470
12.056350,-4.304706
11.035579,-4.559588
11.035579,-5.069353
8.994036,-4.559588
7.718072,-3.540060
6.952494,-4.559588
6.442108,-5.069353
4.400566,-4.304706
3.890180,-4.304706
3.379794,-5.069353
1.848637,-4.304706
0.062288,-4.049824
-0.703291,-4.304706
-1.213676,-5.069353
-3.510412,-4.559588
-3.765605,-4.304706
-4.275990,-5.069353
-5.807147,-4.304706
-7.593497,-4.049824
-8.359075,-4.559588
-8.614268,-5.069353
-10.911004,-4.304706
-11.421389,-4.049824
-11.931775,-5.069353
-13.207739,-4.304706
-14.738896,-4.049824
-15.504474,-5.069353
-16.780439,-4.559588
-18.566788,-4.304706
-18.821981,-4.304706
-19.587560,-4.814470
-21.629102,-4.304706
-22.905066,-4.304706
-22.649874,-4.049824
-24.436223,-4.814470
-25.967380,-3.794942
-26.477766,-4.304706
-26.732959,-4.814470
-28.774501,-4.814470
-30.050465,-3.794942
-30.816044,-4.304706
-31.326429,-5.069353
-33.623165,-4.814470
-33.878358,-4.304706
-34.388743,-4.814470
-36.175093,-4.559588
-37.961443,-4.049824
-38.727021,-4.559588
-39.492600,-4.559588
-41.278950,-3.540060
-41.278950,-4.814470
-42.044528,-5.069353
-44.341263,-4.304706
-45.106842,-4.049824
-45.362035,-5.324235
-47.148384,-4.559588
-48.424349,-3.794942
-48.934734,-4.304706
-49.700313,-4.814470
-51.231470,-4.814470
-52.252241,-3.794942
-52.507434,-5.069353
-54.293783,-4.559588
-55.824940,-4.049824
-56.335326,-4.304706
-57.100904,-5.069353
-58.632061,-4.559588
-60.418411,-4.049824
-60.673604,-4.814470
-61.694375,-5.069353
-63.480725,-3.794942
-63.991111,-4.814470
-64.501496,-5.324235
-66.032653,-4.304706
-67.308617,-4.814470
-67.563810,-5.069353
-69.350160,-5.324235
-70.881317,-4.814470
-70.626124,-6.088881
-71.902088,-7.108409
-73.943631,-6.088881
-74.709209,-7.618173
-74.964402,-9.147466
-76.495559,-9.912112
-78.281909,-10.931640
-78.792294,-12.970697
-79.047487,-15.264635
-80.833837,-16.284164
-82.364994,-17.813456
-83.130572,-19.342749
-83.385765,-21.636687
-85.682501,-22.911098
-86.192886,-24.440390
-86.448079,-26.479447
-88.234429,-27.498975
-89.765586,-28.518503
-90.275971,-30.557560
-91.041550,-32.341734
-92.317514,-33.616145
-93.848671,-34.380791
-94.359056,-37.184494
-96.145406,-38.713786
-97.421370,-39.478433
-97.166178,-41.517489
-98.697334,-43.046782
-100.483684,-44.321192
-101.249263,-47.124895
-101.759648,-49.673715
-103.290805,-51.203008
-104.566769,-51.967654
-104.821962,-54.771357
-106.608312,-56.300649
-107.884276,-57.575060
-108.649855,-59.868998
-109.160240,-61.908055
-111.201783,-62.672701
-112.222554,-63.692230
-112.477747,-66.495932
-114.008904,-67.005697
-115.795254,-67.770343
-116.305639,-69.044753
-116.560832,-71.083810
-118.347182,-71.338692
-119.112760,-71.848456
-119.878339,-73.887513
-121.154303,-74.142395
-123.195845,-74.397277
-122.940653,-75.671687
-124.216617,-77.455862
-126.513352,-77.710744
-127.023738,-78.985154
-127.278931,-79.749800
-128.810087,-80.769329
-130.596437,-81.533975
-131.362016,-83.318149
-131.872401,-85.357206
-133.148365,-85.612088
-134.934715,-85.612088
-135.700294,-88.160909
-135.955486,-90.199965
-135.189908,-87.906027
