0_Bias,0_Voltage
-42.044528,-4.304706
-40.258178,-5.069353
-40.002985,-4.304706
-38.982214,-3.794942
-37.195864,-4.559588
-36.685479,-4.559588
-36.175093,-4.559588
-34.899129,-4.049824
-33.112779,-4.814470
-33.112779,-4.049824
-31.326429,-3.794942
-30.305658,-5.324235
-29.029694,-4.814470
-29.029694,-3.794942
-27.243344,-4.304706
-25.201802,-4.814470
-24.946609,-4.304706
-24.691416,-3.794942
-22.905066,-4.304706
-21.629102,-5.069353
-21.373909,-4.559588
-19.587560,-4.304706
-18.056403,-5.069353
-17.546017,-4.559588
-17.035631,-3.794942
-14.483703,-4.304706
-14.483703,-5.069353
-13.973318,-4.814470
-12.697353,-4.559588
-10.400618,-5.069353
-10.145425,-4.304706
-9.635040,-3.794942
-8.359075,-4.559588
-6.317533,-5.069353
-6.317533,-4.814470
-4.786376,-4.049824
-3.255219,-4.049824
-2.744833,-4.304706
-1.979255,-3.794942
-0.448098,-4.304706
0.827866,-5.069353
1.593445,-4.814470
1.848637,-3.794942
3.379794,-4.304706
4.910951,-4.814470
4.910951,-4.304706
6.952494,-4.814470
8.483651,-4.814470
8.994036,-4.304706
9.249229,-3.794942
11.801157,-4.559588
12.056350,-4.559588
12.566736,-4.049824
14.097893,-4.304706
15.629050,-5.069353
16.394628,-4.304706
16.905014,-3.540060
19.201749,-4.559588
19.712135,-4.814470
20.222521,-4.049824
21.753678,-4.304706
23.540027,-4.814470
23.795220,-4.559588
24.050413,-3.794942
26.602341,-4.559588
27.112727,-5.324235
27.367920,-4.049824
28.899077,-4.304706
30.685426,-4.814470
31.195812,-4.304706
31.706198,-3.794942
33.237355,-4.559588
34.258126,-4.814470
34.768511,-4.049824
36.299668,-4.304706
37.830825,-4.814470
38.596404,-4.559588
38.851597,-3.794942
40.637946,-4.304706
41.913910,-5.069353
42.424296,-4.304706
42.934682,-3.794942
44.976224,-4.304706
45.486610,-4.559588
46.252188,-4.049824
48.038538,-4.049824
49.314502,-5.069353
49.824888,-4.559588
50.335274,-3.540060
52.632009,-4.559588
52.887202,-4.814470
53.397587,-4.304706
54.928744,-4.559588
56.715094,-5.324235
56.715094,-4.304706
57.480673,-4.049824
59.011830,-4.304706
60.032601,-5.069353
61.053372,-4.049824
62.329336,-4.559588
63.605300,-5.069353
64.370879,-4.049824
64.626072,-3.285178
66.667614,-3.794942
67.178000,-3.794942
67.943578,-2.265650
69.729928,-2.010768
71.261085,-1.755886
71.516278,-0.226593
71.771471,0.792935
73.557820,1.557581
74.323399,2.067346
75.088977,4.361284
76.875327,4.616166
78.406484,5.635695
78.916870,7.419869
79.682448,8.949162
81.468798,9.458926
81.723991,10.733336
81.979184,12.517511
84.531112,13.282157
84.786305,14.301685
85.807076,15.066331
86.317461,17.105388
87.848618,17.870034
89.379775,18.124916
89.379775,20.163973
90.910932,21.183501
92.697282,21.693265
92.952475,23.732322
93.462860,25.516496
95.249210,26.536025
96.780367,26.790907
96.780367,29.339728
98.056331,30.614138
99.842681,31.888548
100.608260,34.437369
101.118645,36.476426
102.139416,37.495954
103.160188,38.260600
103.925766,40.809421
104.691345,41.828949
106.732887,43.868006
107.498466,45.142416
108.008851,46.926591
109.795201,47.691237
110.815972,48.201001
111.836744,49.985176
112.602322,51.259586
114.133479,52.279114
114.899058,54.063289
115.154250,56.357227
116.685407,56.866992
118.471757,57.631638
118.982143,58.906048
119.747721,60.690223
121.534071,61.199987
121.789264,63.493925
122.554842,65.023218
124.596385,66.297628
125.106770,68.081803
125.361963,70.120859
126.382735,70.885506
126.382735,71.395270
124.341192,69.611095
123.320421,68.591567
122.299649,65.532982
121.278878,63.748808
119.492528,62.474397
118.471757,60.435341
117.706179,57.886520
116.175022,57.376756
114.388672,56.357227
113.878286,54.318171
113.367901,52.024232
111.581551,51.259586
109.540008,50.240058
109.029623,48.201001
107.498466,46.161944
105.967309,46.161944
105.456923,43.613124
104.180959,41.574067
102.394609,39.535010
101.629031,38.005718
100.863452,36.476426
99.587488,33.927605
97.801138,33.162959
97.290753,30.869020
96.525174,28.320199
94.994017,27.555553
92.952475,26.536025
92.697282,24.242086
92.186896,22.203029
89.634968,21.948147
89.124583,20.418855
88.614197,18.124916
86.827847,17.615152
85.041497,16.340742
84.786305,14.301685
83.510340,13.537039
81.468798,13.027275
80.958412,11.497982
80.448027,9.458926
78.916870,8.949162
77.130520,7.419869
76.364941,5.890577
76.109749,3.851520
74.068206,2.831992
73.302628,2.322228
72.792242,0.028289
71.005892,-0.736357
69.474735,-1.501003
68.709157,-2.520532
67.178000,-3.030296
65.902036,-2.775414
65.646843,-4.049824
64.881264,-4.559588
63.094915,-4.304706
61.818951,-4.049824
61.818951,-4.814470
60.542986,-4.559588
57.991058,-4.304706
57.735865,-4.304706
56.970287,-4.814470
54.928744,-4.304706
53.652780,-3.794942
53.142395,-4.049824
52.887202,-4.814470
50.845659,-4.304706
49.314502,-3.794942
48.804117,-4.304706
48.038538,-4.814470
46.252188,-3.540060
45.741803,-4.304706
44.976224,-5.069353
42.934682,-4.304706
41.658718,-4.304706
41.148332,-4.304706
39.872368,-4.814470
38.596404,-3.794942
37.830825,-4.049824
37.320440,-5.069353
35.534090,-4.559588
34.258126,-4.049824
34.002933,-4.814470
32.471776,-4.304706
30.430233,-3.794942
30.175041,-4.814470
28.899077,-4.814470
28.133498,-4.304706
26.602341,-4.049824
26.857534,-5.069353
25.071184,-5.324235
24.050413,-4.304706
22.519256,-3.794942
22.264063,-5.324235
20.222521,-4.304706
18.946556,-3.540060
18.180978,-4.814470
17.670592,-4.814470
16.139435,-4.304706
14.353086,-3.794942
14.353086,-4.304706
12.821929,-4.304706
11.035579,-3.794942
10.525193,-4.049824
10.014808,-5.069353
8.483651,-4.304706
6.697301,-4.049824
6.442108,-4.559588
5.166144,-5.069353
3.634987,-4.304706
3.379794,-4.304706
2.614216,-4.814470
1.083059,-4.304706
-0.703291,-4.049824
-0.958484,-4.304706
-1.724062,-4.814470
-4.020798,-3.794942
-4.275990,-4.304706
-4.786376,-5.069353
-7.338304,-4.049824
-8.614268,-4.049824
-8.614268,-4.304706
-9.379847,-4.814470
-11.676582,-4.304706
-12.186968,-4.559588
-12.442161,-5.069353
-13.973318,-3.540060
-15.759667,-4.559588
-16.014860,-4.814470
-17.290824,-4.304706
-18.566788,-3.794942
-19.332367,-4.304706
-20.608331,-5.069353
-22.139488,-4.814470
-22.905066,-4.049824
-23.670645,-4.814470
-24.181030,-4.559588
-26.222573,-4.559588
-26.988151,-4.304706
-27.753730,-5.069353
-29.284887,-4.304706
-30.816044,-4.049824
-31.326429,-4.304706
-31.836815,-5.579117
-33.367972,-4.559588
-34.643936,-4.049824
-35.154322,-4.814470
-36.175093,-4.304706
-38.216636,-4.049824
-39.237407,-4.049824
-39.237407,-5.069353
-41.278950,-4.559588
-42.299721,-3.794942
-42.554914,-5.069353
-44.341263,-4.304706
-45.872420,-3.794942
-46.637999,-4.049824
-46.893192,-5.324235
-48.424349,-4.304706
-50.210698,-4.304706
-50.210698,-4.559588
-51.741855,-4.559588
-53.273012,-3.794942
-54.038591,-4.814470
-54.548976,-5.324235
-56.080133,-4.814470
-57.611290,-4.304706
-58.121676,-5.324235
-59.397640,-6.088881
-60.673604,-5.069353
-61.183990,-5.833999
-61.439182,-6.853527
-63.480725,-7.108409
-65.267075,-6.598645
-65.522268,-7.618173
-65.777460,-8.892584
-68.329389,-9.147466
-68.839774,-9.147466
-69.350160,-10.421876
-70.626124,-10.421876
-72.412474,-10.166994
-72.922859,-11.186522
-73.433245,-11.441404
-75.474788,-12.206051
-75.985173,-12.206051
-76.495559,-13.990225
-78.026716,-13.990225
-79.302680,-14.245107
-79.813066,-16.029282
-81.599415,-16.539046
-83.385765,-16.539046
-83.640958,-18.578102
-84.151344,-20.107395
-85.937693,-20.617159
-87.213657,-21.381805
-87.724043,-23.675744
-89.255200,-25.714801
-90.275971,-26.479447
-91.296743,-28.773385
-91.296743,-30.812442
-93.338285,-32.341734
-94.614249,-33.616145
-95.124635,-35.910083
-96.400599,-38.204022
-97.931756,-38.968668
-98.442142,-41.007725
-99.207720,-43.556546
-100.483684,-44.830956
-102.525227,-45.850484
-102.270034,-48.399305
-103.801191,-50.438362
-105.587541,-51.712772
-106.097926,-54.006711
-106.353119,-56.045767
-108.394662,-57.575060
-110.181011,-59.104352
-110.436204,-61.143409
-110.691397,-64.201994
-112.477747,-65.221522
-114.008904,-67.005697
-114.774482,-70.319163
-115.029675,-72.358220
-117.071218,-74.142395
-117.836796,-76.691215
-118.347182,-78.730272
-119.878339,-79.749800
-121.664688,-80.514446
-121.409496,-82.553503
-123.451038,-83.318149
-124.727002,-83.318149
-125.237388,-85.102324
-125.747774,-86.121852
-127.789316,-86.631616
-129.065280,-86.886498
-129.830859,-87.906027
-130.341244,-89.435319
-131.872401,-89.435319
-133.148365,-89.435319
-133.403558,-90.709729
