0_Internal Flux,0_Voltage
822.012910,5.890577
813.595568,6.400341
806.708651,7.419869
799.821735,6.655223
791.914535,4.616166
784.262406,2.577110
777.630560,1.557581
770.743644,0.028289
763.346586,-1.246121
755.439386,-0.736357
749.827824,0.538053
741.920624,1.557581
734.268495,3.341756
727.891721,5.125930
721.514947,6.400341
713.352675,6.655223
706.210688,6.910105
700.599127,6.400341
692.946998,4.361284
685.294868,2.067346
679.173165,1.302699
672.796391,-0.226593
665.399333,-1.501003
657.747203,-0.736357
652.390713,0.792935
644.738584,1.557581
637.341526,3.341756
630.964751,5.890577
624.843048,6.400341
617.445990,6.910105
610.048932,6.910105
603.927228,6.655223
597.805525,3.851520
589.898325,2.322228
583.521550,1.302699
577.654918,-0.736357
570.512931,-1.755886
562.860802,-0.736357
556.994169,-0.226593
550.872466,0.792935
542.965266,3.086874
536.843562,5.380813
530.721859,6.400341
523.579872,6.400341
516.182814,6.910105
510.316181,6.400341
503.429265,5.125930
496.287278,2.577110
490.420646,1.812463
484.554013,0.283171
477.412026,-0.736357
470.780181,-1.246121
464.658477,0.283171
457.516490,0.538053
450.374503,2.067346
444.507870,4.361284
438.641238,5.380813
430.989109,6.145459
424.867406,6.910105
418.745702,7.419869
412.113857,5.890577
404.461728,3.851520
398.850166,2.577110
392.728463,1.047817
385.076334,-0.736357
378.699560,-0.991239
372.832927,-0.736357
366.201082,-0.481475
359.314166,0.283171
353.192462,2.322228
347.580901,4.361284
340.438914,5.125930
334.062139,6.655223
327.685365,7.929633
321.053520,6.655223
314.166604,4.871048
308.299971,3.851520
302.433339,2.322228
295.546423,0.283171
288.914577,-0.226593
283.047945,-0.736357
275.905958,-0.736357
269.019041,-0.736357
262.642267,0.792935
257.285777,2.577110
250.398860,3.596638
243.511944,5.890577
237.645312,7.164987
231.013467,6.910105
224.381621,6.145459
218.514989,5.890577
212.648357,4.871048
205.506369,1.812463
198.364382,1.047817
192.497750,0.028289
186.886188,-0.736357
180.254343,-0.991239
173.622498,-0.481475
167.755865,1.812463
161.634162,3.341756
153.982033,5.380813
148.115401,7.419869
142.248768,7.419869
135.361852,7.164987
128.474936,7.929633
122.608303,5.635695
116.231529,4.616166
109.344613,2.322228
103.222909,0.792935
97.356277,0.028289
89.959219,-0.991239
83.582444,-0.736357
77.715812,0.283171
72.104251,0.792935
65.217334,2.322228
58.075347,4.361284
52.208715,5.125930
45.576870,6.145459
38.945024,7.164987
33.078392,7.419869
27.211760,5.890577
20.579914,3.596638
13.437927,3.341756
7.316224,0.792935
1.449591,-0.991239
-5.947467,-1.246121
-11.814099,-0.481475
-17.680732,-0.481475
-24.822719,0.028289
-31.709635,2.322228
-37.321196,4.106402
-43.187829,4.871048
-50.329816,6.910105
-56.451519,7.419869
-62.318152,6.655223
-69.460139,5.125930
-76.091984,4.361284
-81.958617,3.341756
-88.335391,1.047817
-95.477378,-0.481475
-101.088940,-0.481475
-106.700501,-0.991239
-113.842488,-1.501003
-120.474333,0.538053
-125.830824,2.577110
-132.717740,4.361284
-139.604656,6.655223
-145.471289,8.694279
-151.337921,8.439397
-157.969766,7.929633
-165.111754,7.929633
-170.723315,4.616166
-176.334876,2.322228
-183.476864,1.302699
-189.853638,0.792935
-195.465199,-0.736357
-202.352116,-1.501003
-209.239032,-0.736357
-214.850593,0.792935
-220.972297,1.812463
-228.114284,2.577110
-233.980916,4.871048
-239.847549,6.910105
-246.734465,6.400341
-253.621381,6.910105
-259.232942,6.655223
-265.609717,4.616166
-272.496633,3.086874
-278.108194,1.812463
-283.974827,1.047817
-290.861743,-1.246121
-297.748659,-0.991239
-303.615292,-0.481475
-308.971782,0.028289
-316.368840,0.283171
-322.235473,3.086874
-327.847034,5.125930
-334.733950,5.635695
-341.620867,6.910105
-347.232428,7.674751
-352.843989,6.400341
-359.985977,5.125930
-366.617822,4.361284
-371.719241,2.577110
-378.861229,0.792935
-385.493074,-0.991239
-391.359706,-0.226593
-396.971268,-1.246121
-403.858184,-0.991239
-410.745100,1.302699
-416.356661,2.067346
-422.223294,3.341756
-429.110210,7.164987
-435.486984,8.949162
-440.843475,8.184515
-447.730391,7.674751
-454.617307,7.419869
-460.483940,5.125930
-465.840430,2.831992
-472.982417,1.047817
-479.614263,0.538053
-485.225824,-0.736357
-491.857669,-1.755886
-498.999657,-0.481475
-504.611218,1.047817
-510.987992,2.067346
-517.874908,3.086874
-523.741541,5.125930
-529.353102,5.890577
-536.240019,6.655223
-543.382006,6.910105
-548.738496,5.890577
-554.605129,4.106402
-561.236974,3.086874
-568.378961,2.322228
-573.480380,1.047817
-580.367297,-1.501003
-587.509284,-1.246121
-593.120845,0.028289
-599.497620,0.283171
-606.384536,0.792935
-611.996097,3.341756
-617.862730,5.380813
-625.004717,6.145459
-631.891633,7.164987
-637.758266,7.419869
-643.369827,5.890577
-650.511814,5.125930
-656.888588,3.851520
-662.755221,2.577110
-669.387066,0.792935
-676.784124,-0.991239
-682.140615,-0.736357
-688.262318,-0.736357
-695.404305,-0.481475
-702.291222,2.322228
-707.902783,3.596638
-702.546293,3.341756
-695.404305,4.361284
-687.752176,3.851520
-679.844976,3.086874
-672.958060,2.322228
-666.326214,3.851520
-658.163943,2.322228
-651.021956,3.341756
-644.390111,4.361284
-636.737982,6.910105
-628.575711,6.910105
-622.454007,6.400341
-615.567091,5.380813
-607.914962,4.361284
-600.772975,1.812463
-594.396200,-0.226593
-586.489000,-0.991239
-579.091942,-0.736357
-572.970239,-0.736357
-566.083322,0.792935
-558.941335,3.086874
-551.799348,4.361284
-545.677644,5.380813
-538.025515,6.400341
-530.373386,7.674751
-523.996612,6.145459
-517.874908,5.125930
-510.732921,4.106402
-502.825721,1.812463
-497.214160,-0.481475
-490.072172,-0.736357
-482.164972,-0.736357
-476.553411,-0.481475
-470.176637,1.047817
-463.034649,2.831992
-456.147733,4.361284
-450.026030,5.125930
-442.884043,7.674751
-435.997126,7.419869
-428.344997,5.890577
-423.243578,5.380813
-415.846520,4.361284
-408.704532,2.067346
-402.327758,-0.226593
-396.461126,-0.991239
-389.064067,-0.736357
-382.177151,-1.246121
-376.565590,0.283171
-369.423603,2.322228
-362.281615,3.596638
-356.159912,4.871048
-349.783138,6.655223
-343.151292,7.164987
-336.009305,6.400341
-329.887602,6.145459
-323.510827,5.380813
-316.368840,3.086874
-310.247137,0.792935
-304.635576,0.028289
-296.983446,-0.226593
-290.861743,-0.481475
-284.995111,-1.246121
-277.853123,0.538053
-270.966207,2.322228
-264.844504,3.596638
-258.722801,5.125930
-252.090955,7.164987
-245.714181,6.910105
-239.592478,6.145459
-232.195419,6.145459
-225.563574,5.380813
-219.696942,2.322228
-213.830309,1.047817
-206.943393,0.283171
-199.801406,-0.736357
-194.699986,-1.755886
-187.813070,-0.226593
-180.416012,1.302699
-174.804451,2.577110
-168.937818,4.106402
-162.050902,6.145459
-155.929199,6.655223
-149.807495,7.419869
-143.175650,6.910105
-136.798876,6.400341
-130.422101,4.361284
-124.555469,3.086874
-117.923624,2.067346
-110.781636,0.028289
-105.680217,-1.246121
-98.538230,-0.991239
-91.651314,0.283171
-86.294823,0.283171
-80.428191,2.067346
-73.541275,4.106402
-66.654358,5.380813
-61.297868,5.890577
-55.176165,7.164987
